source,target,original_relation,normalized_relation,PubMedID
cdk4 6 inhibitors,ribociclib,treated with drug,treated with drug,39267478
cdk4 6 inhibitors,dalpiciclib,treated with drug,treated with drug,39267478
cdk4 6 inhibitors,progression free survival,has part,has part,39267478
cdk4 6 inhibitors,toxicity,may cause,may cause,39267478
cdk4 6 inhibitors,objective response rate,has part,has part,39267478
cdk4 6 inhibitors,disease control rate,has part,has part,39267478
cdk4 6 inhibitors,overall survival,has part,has part,39267478
cdk4 6 inhibitors,adverse events,drug AE occurs in,drug AE occurs in,39267478
adverse events,toxicity,may_diagnose,may_diagnose,39267478
adverse events,objective response rate,may_diagnose,may_diagnose,39267478
adverse events,disease control rate,may_diagnose,may_diagnose,39267478
adverse events,overall survival,may_diagnose,may_diagnose,39267478
cdk4 6 inhibitors,clinical benefits,realized in,realized in,39267478
cdk4 6 inhibitors,safety profiles,realized in,realized in,39267478
cdk4 6 inhibitors,effective treatment strategy,may_treat,may_treat,39267478
trastuzumab deruxtecan,metastatic breast cancer,may_treat,may_treat,39491462
patients,trastuzumab deruxtecan,treated with drug,treated with drug,39491462
trastuzumab deruxtecan,antibody drug conjugates,drug associated with AE,drug associated with AE,39491462
patients,her 2 amplification,has part,has part,39491462
renal toxicity,peptide receptor radionuclide therapy (PRRT),adverse event occurs in,adverse event occurs in,39488644
hematological toxicity,peptide receptor radionuclide therapy (PRRT),adverse event occurs in,adverse event occurs in,39488644
renal function,neuroendocrine tumor (NET),occurs in patient having disease,occurs in patient having disease,39488644
hematological function,neuroendocrine tumor (NET),occurs in patient having disease,occurs in patient having disease,39488644
177Lu dotatate,90Y dotatoc,drug associated with AE,drug associated with AE,39488644
177Lu dotatate,progression free survival (PFS),may_treat,may_treat,39488644
90Y dotatoc,progression free survival (PFS),may_treat,may_treat,39488644
vinpocetine,hepatocellular carcinoma,may_treat,may_treat,39480853
vinpocetine,rats,treated with drug,treated with drug,39480853
rats,diethylnitrosamine,induced_by,induced_by,39480853
vinpocetine,ccnd1,downregulated expression of,bearer of,39480853
vinpocetine,ki-67,downregulated expression of,bearer of,39480853
vinpocetine,bcl-2,exhibited anti effects on,exhibited anti effects on,39480853
vinpocetine,bax,enhanced levels of,bearer of,39480853
vinpocetine,cleaved caspase 3,enhanced levels of,bearer of,39480853
vinpocetine,nf-kb,deactivated,deactivated,39480853
vinpocetine,stat3,deactivated,deactivated,39480853
vinpocetine,hif-1,deactivated,deactivated,39480853
vinpocetine,icam-1,reduced levels of,bearer of,39480853
vinpocetine,tgf-1,reduced levels of,bearer of,39480853
nab sirolimus,temozolomide,administered with,drug associated with AE in adolescent,39487711
nab sirolimus,irinotecan,administered with,drug associated with AE in adolescent,39487711
thrombocytopenia,nab sirolimus,occurs in patient treated with drug,occurs in patient treated with drug,39487711
Ewing sarcoma,nab sirolimus,has disease,has disease,39487711
melanoma,BRAF inhibitors,treated with drug,treated with drug,39485529
melanoma,MEK inhibitors,treated with drug,treated with drug,39485529
melanoma,immune checkpoint inhibitors,treated with drug,treated with drug,39485529
BRAF inhibitors,vemurafenib,has part,has part,39485529
BRAF inhibitors,dabrafenib,has part,has part,39485529
MEK inhibitors,trametinib,has part,has part,39485529
MEK inhibitors,cobimetinib,has part,has part,39485529
combination therapy,vemurafenib,drug associated with AE,drug associated with AE,39485529
combination therapy,cobimetinib,drug associated with AE,drug associated with AE,39485529
combination therapy,ipilimumab,drug associated with AE,drug associated with AE,39485529
combination therapy,dabrafenib,drug associated with AE,drug associated with AE,39485529
combination therapy,trametinib,drug associated with AE,drug associated with AE,39485529
dabrafenib,trametinib,combination therapy,combination therapy,39485529
dermatological toxicities,vemurafenib,induced_by,induced_by,39485529
onco nephrology,renal events,may_prevent,may_prevent,39482406
cancer patients,renal events,occurs in patient,occurs in,39482406
hematological treatments,renal toxicity,induced_by,induced_by,39482406
renal toxicity,anticancer treatment,drug associated with AE,drug associated with AE,39482406
kidney protective measures,hydration,may_prevent,may_prevent,39482406
hydration,dehydration,protects,protects,39482406
nausea,vomiting,induced_by,induced_by,39482406
dehydration,alkaline water,may_prevent,may_prevent,39482406
patients,information,may_treat,may_treat,39482406
trastuzumab,corneal ulceration,drug associated with AE,drug associated with AE,39478296
metastatic breast cancer,corneal ulceration,occurs in patient having disease,occurs in patient having disease,39478296
trastuzumab,corneal ulcer,drug associated with AE,drug associated with AE,39478296
metastatic breast cancer,optic nerve compression,occurs in patient having disease,occurs in patient having disease,39478296
keratoplasty,corneal ulcer,may_treat,may_treat,39478296
ocular surface therapy,corneal ulcer,may_treat,may_treat,39478296
inavolisib,pik3ca,drug associated with gene,drug associated with AE,39476340
inavolisib,palbociclib,drug combination,drug associated with AE in adolescent,39476340
palbociclib,fulvestrant,drug combination,drug associated with AE in adolescent,39476340
inavolisib,breast cancer,may_treat,may_treat,39476340
neutropenia,inavolisib,adverse event occurs in,adverse event occurs in,39476340
hyperglycemia,inavolisib,adverse event occurs in,adverse event occurs in,39476340
stomatitis,inavolisib,adverse event occurs in,adverse event occurs in,39476340
diarrhea,inavolisib,adverse event occurs in,adverse event occurs in,39476340
gefitinib,chemotherapy,combined with,drug associated with AE,39472861
gefitinib,bevacizumab,combined with,drug associated with AE,39472861
gefitinib,pemetrexed,combined with,drug associated with AE,39472861
gefitinib,carboplatin,combined with,drug associated with AE,39472861
neutropenia,thrombocytopenia,co-occurring adverse events,co-occurring adverse events,39472861
neutropenia,nausea,co-occurring adverse events,co-occurring adverse events,39472861
neutropenia,skin rash,co-occurring adverse events,co-occurring adverse events,39472861
neutropenia,bleeding,co-occurring adverse events,co-occurring adverse events,39472861
neutropenia,increased ALT,co-occurring adverse events,co-occurring adverse events,39472861
afatinib,non small cell lung cancer,may_treat,may_treat,39471023
afatinib,egfr mutations,drug associated with AE,drug associated with AE,39471023
elderly patients,physical condition,has,has disease,39471023
elderly patients,comorbidities,has,has disease,39471023
afatinib,dose adjustments,may_require,may_require,39471023
retrospective analysis,cancer centers,conducted_at,conducted_at,39471023
brain metastases,response rate,may_affect,may_affect,39471023
afatinib,adverse effects,may_cause,may_cause,39471023
neoadjuvant chemotherapy,ovarian cancer,may_treat,may_treat,39468597
neoadjuvant chemotherapy,nanoparticle albumin bound paclitaxel,may_treat,may_treat,39468597
neoadjuvant chemotherapy,carboplatin,may_treat,may_treat,39468597
patients,surgery,occurs in,occurs in,39468597
adverse events,surgery,adverse event occurs in,adverse event occurs in,39468597
nivolumab,chemotherapy,treated with drug,treated with drug,39468513
gastric cancer,nivolumab,may_treat,may_treat,39468513
gastric cancer,chemotherapy,may_treat,may_treat,39468513
programmed cell death ligand 1,nivolumab,drug associated with AE,drug associated with AE,39468513
neutropenia,chemotherapy,induced_by,induced_by,39468513
thrombocytopenia,chemotherapy,induced_by,induced_by,39468513
diarrhea,chemotherapy,induced_by,induced_by,39468513
anemia,chemotherapy,induced_by,induced_by,39468513
Head and Neck Squamous Cell Carcinoma,Cisplatin-based Chemoradiotherapy,treated with drug,treated with drug,39467871
Cisplatin-based Chemoradiotherapy,Toxicities,adverse event occurs in,adverse event occurs in,39467871
Skeletal Muscle Mass,Patients,has part,has part,39467871
Patients,Qualitative Study,realized in,realized in,39467871
Qualitative Study,Interviews,has part,has part,39467871
Interviews,Topic Guide,has part,has part,39467871
Interviews,Thematic Analysis,realizes,realizes,39467871
Patients,Counseling,may_treat,may_treat,39467871
excessive dna damage,pcd,triggers,triggers,39465258
pcd,panoptosis,contains,contains,39465258
panoptosis,pyroptosis,includes,includes,39465258
panoptosis,apoptosis,includes,includes,39465258
panoptosis,necroptosis,includes,includes,39465258
z DNA binding protein 1,panoptosis,essential for,essential for,39465258
endogenous retroviruses,z DNA binding protein 1,act as ligands for,act as ligands for,39465258
chemotherapeutic drugs,panoptosis,contributes to toxic effects of,bearer of,39465258
tumor tissue,z DNA binding protein 1,downregulated in,drug associated with AE in adolescent,39465258
colorectal cancer patients,dsrna,induced by,induced_by,39465258
dsrna,z DNA binding protein 1,sensed by,sensed by,39465258
tumor immunotherapy,immune cells,involves targeting and inhibiting,involves targeting and inhibiting,39456702
tumor cells,immune cells,exploit the surrounding,surrounds,39456702
tumor cells,immune cells,exploit inhibitory immune cells to suppress,anteriorly connected to,39456702
immune cells,tumor cells,co-opted by,co-opted by,39456702
immune related adverse events,patients,result in severe toxic side effects,adverse event occurs in,39456702
inflammatory bowel disease,immune function,reduces the severity of,bearer of,39456702
inflammatory bowel disease,tnf,maintaining the efficacy of,bearer of,39456702
inflammatory bowel disease,ifn,maintaining the efficacy of,bearer of,39456702
inflammatory bowel disease,tumor immunotherapy,preserving immune function,preserving immune function,39456702
immune checkpoint inhibitors induced colitis,ibd,substantial similarities between,substantial similarities between,39456702
ibd,epithelial cells,targeting represents a crucial research direction for mitigating,targeting represents a crucial research direction for mitigating,39456702
breast cancer,chemotherapy,may_treat,may_treat,39453820
breast cancer,surgical intervention,may_treat,may_treat,39453820
breast cancer,radiation therapy,may_treat,may_treat,39453820
breast cancer,hormone therapy,may_treat,may_treat,39453820
breast cancer,biological therapy,may_treat,may_treat,39453820
plants,anticancer drugs,may_produce,may_produce,39453820
plants,natural products,composed primarily of,composed primarily of,39453820
natural products,anticancer drugs,may_develop_into,develops_into,39453820
bioactive compounds,anticancer drugs,may_develop_into,develops_into,39453820
immune checkpoint inhibitors,immune related adverse events,induces,induces,39450164
immune related adverse events,endocrine toxicities,induces,induces,39450164
endocrine toxicities,diabetes mellitus,induces,induces,39450164
endocrine toxicities,thyroid dysfunction,induces,induces,39450164
patient,diabetes mellitus,has disease,has disease,39450164
patient,thyroid dysfunction,has disease,has disease,39450164
sintilimab,cervical carcinoma,may_treat,may_treat,39450164
patient,diabetic ketoacidosis,has disease,has disease,39450164
patient,hypothyroidism,has disease,has disease,39450164
insulin treatment,diabetes mellitus,may_treat,may_treat,39450164
sintilimab,chemotherapy,induced_by,induced_by,39450164
spartalizumab,gemcitabine,treated with drug,treated with drug,39448966
spartalizumab,cisplatin,treated with drug,treated with drug,39448966
spartalizumab,pemetrexed,treated with drug,treated with drug,39448966
canakinumab,spartalizumab,drug associated with AE,drug associated with AE,39448966
canakinumab,pemetrexed,treated with drug,treated with drug,39448966
gemcitabine,cisplatin,composed primarily of,composed primarily of,39448966
pemetrexed,cisplatin,composed primarily of,composed primarily of,39448966
posterior reversible encephalopathy syndrome,cisplatin,adverse event occurs in,adverse event occurs in,39448966
hyponatremia,cisplatin,adverse event occurs in,adverse event occurs in,39448966
neutropenic colitis,cisplatin,adverse event occurs in,adverse event occurs in,39448966
clinicaltrials.gov,39448966,source,source,39448966
triple negative breast carcinoma,chemotherapy,may_treat,may_treat,39446014
triple negative breast carcinoma,monoclonal antibody drug conjugate sacituzumab govitecan,may_treat,may_treat,39446014
monoclonal antibody drug conjugate sacituzumab govitecan,elderly patient,occurs in patient treated with drug,occurs in patient treated with drug,39446014
triple negative breast carcinoma,sacituzumab govitecan,may_treat,may_treat,39446012
elderly patients,sacituzumab govitecan,may_treat,may_treat,39446012
metastatic breast cancer,sacituzumab govitecan,may_treat,may_treat,39446012
luminal b,triple negative breast carcinoma,develops_into,develops_into,39446012
hormonal and chemotherapeutic treatment,triple negative breast carcinoma,treated with drug,treated with drug,39446012
g3 diarrhea,sacituzumab govitecan,adverse event occurs in,adverse event occurs in,39446012
quality of life,sacituzumab govitecan,protects,protects,39446012
partial response of the disease,sacituzumab govitecan,realizes,realizes,39446012
coronavirus disease 19,covid 19,occurs in,occurs in,39445010
covid 19,sars cov 2,has disease,has disease,39445010
patients,plasma imatinib,treated with drug,treated with drug,39445010
patients,norimatinib concentrations,treated with drug,treated with drug,39445010
patients,gastrointestinal stromal tumor,has disease,has disease,39445010
imatinib metabolism,cyp3a4,involved in,adverse event occurs in,39445010
imatinib metabolism,cyp3a5,involved in,adverse event occurs in,39445010
imatinib metabolism,abcb1,involved in,adverse event occurs in,39445010
imatinib metabolism,abcg2,involved in,adverse event occurs in,39445010
sars cov 2,infection,occurs in,occurs in,39445010
plasma imatinib,norimatinib concentrations,produces,produces,39445010
infection,side effects,induces,induces,39445010
case series,sars cov 2,has disease,has disease,39445010
stem cell,malignancy,develops_from,develops_from,39443599
chemotherapy,adverse effects,induces,induces,39443599
therapy protocol,blood cells,treated with drug,treated with drug,39443599
stem cell niches,stem cell,bearer of,bearer of,39443599
mathematical model,stem cell niches,realizes,realizes,39443599
clinical trial data,cd34 cd38 aldh cells,has part,has part,39443599
complete remission,stem cell,may_treat,may_treat,39443599
g csf priming,treatment outcome,may_prevent,may_prevent,39443599
salvage therapy,minimal residual disease markers,may_diagnose,may_diagnose,39443599
immune check inhibitors,biologic therapy,used for,used for,39443053
biologic therapy,cancer cells,enhances recognition of,bearer of,39443053
toxicities,immune related adverse events,described as,described as,39443053
immune related adverse events,grade 1 to 2 iraes,representing,representing,39443053
immune related adverse events,grade 3 to 4 iraes,representing,representing,39443053
grade 3 to 4 iraes,severe to life threatening toxicity,representing,representing,39443053
toxicities,organ system,can involve,can involve,39443053
preoperative assessment,appropriate clinical management,is imperative to ensure,connected to,39443053
liver cancer,low intensity ultrasound,may_treat,may_treat,39435040
low intensity ultrasound,nanomedicine delivery systems,may_prevent,may_prevent,39435040
folic acid modified nanoparticles,fluorescent dye DIR,has part,has part,39435040
folic acid modified nanoparticles,liquid fluorocarbon PFP,has part,has part,39435040
crebanine polyethylene glycol polylactic acid copolymer nanoparticles,folic acid,drug associated with AE,drug associated with AE,39435040
crebanine polyethylene glycol polylactic acid copolymer nanoparticles,liver,located_in,located_in,39435040
crebanine polyethylene glycol polylactic acid copolymer nanoparticles,liver,bounding layer of,bounding layer of,39435040
H22 cells of mouse hepatoma,ultrasonic irradiation,treated with drug,treated with drug,39435040
liver,crebanine polyethylene glycol polylactic acid copolymer nanoparticles,surrounded_by,surrounded_by,39435040
liver,kidney,adjacent_to,adjacent_to,39435040
sj gren s syndrome,irae,is evidence of,is evidence of,39434886
sj gren s syndrome,adverse event,realized in,realized in,39434886
immune checkpoint inhibitors,sj gren s syndrome,drug associated with AE,drug associated with AE,39434886
breast cancer metastasis,lung nodules,occurs in,occurs in,39434886
atezolizumab,partial response,may_treat,may_treat,39434886
atezolizumab,sjs,drug associated with AE,drug associated with AE,39434886
nab paclitaxel,side effects,produces,produces,39434886
prednisone,sjs,may_treat,may_treat,39434886
pilocarpine,sjs,may_treat,may_treat,39434886
hydroxychloroquine,sjs,may_treat,may_treat,39434886
neoadjuvant chemotherapy,breast cancer,may_treat,may_treat,39434886
immune checkpoint inhibitors,chemotherapy,combined with,drug associated with AE,39433998
immune checkpoint inhibitors,endometrial cancer,treatment for,treatment for,39433998
network meta analysis,patients,performed on,performed on,39433998
toxicity adaptive lists design,dose escalation,governing,governing,39432880
toxicity adaptive lists design,de-escalation,governing,governing,39432880
toxicity adaptive lists design,toxicities,control,control,39432880
toxicity adaptive lists design,maximum tolerated dose (MTD),identify,identify,39432880
toxicity adaptive lists design,Bayesian optimal interval design,comparison,comparison,39432880
toxicity adaptive lists design,copula,comparison,comparison,39432880
toxicity adaptive lists design,product of independent beta probabilities escalation,comparison,comparison,39432880
toxicity adaptive lists design,continual reassessment method for partial ordering designs,comparison,comparison,39432880
toxicity adaptive lists design,overdosing patients,reduce risk of,bearer of,39432880
toxicity adaptive lists design,patient safety,maintain,maintain,39432880
toxicity adaptive lists design,r shiny application,provide,provide,39432880
toxicity adaptive lists design,r package,provide,provide,39432880
toxicity adaptive lists design,relevant operating characteristics,compute,compute,39432880
toxicity adaptive lists design,risk of assigning highly toxic dose combinations,compute,compute,39432880
fih 1,hypoxia inducible factor 1alpha,regulated by,regulated by,39425456
chemical compounds,bbap 8,selected based on,selected based on,39425456
bbap 8,mammary gland carcinoma,effective in treatment of,bearer of,39425456
bbap 8,mcf 7 cells,scrutinized against,scrutinized against,39425456
bbap 8,7 12 dimethylbenz a anthracene,in vivo activity against,drug associated with AE in adolescent,39425456
bbap 8,wistar rats,in vivo activity against,drug associated with AE in adolescent,39425456
bbap 8,glut 1,downregulation of,bearer of,39425456
pyrotinib,metronomic oral etoposide,combined with,drug associated with AE,39425028
pyrotinib,her2 positive metastatic breast cancer,may_treat,may_treat,39425028
metronomic oral etoposide,her2 positive metastatic breast cancer,may_treat,may_treat,39425028
her2 positive metastatic breast cancer,trastuzumab,previously treated with,drug associated with AE in adolescent,39425028
pyrotinib,nausea,may cause,may cause,39425028
pyrotinib,vomiting,may cause,may cause,39425028
pyrotinib,diarrhea,may cause,may cause,39425028
pyrotinib,anemia,may cause,may cause,39425028
pyrotinib,peripheral neuropathy,may cause,may cause,39425028
cisplatin,nephrotoxicity,drug associated with AE,drug associated with AE,39423903
cisplatin,ototoxicity,drug associated with AE,drug associated with AE,39423903
cisplatin,neurotoxicity,drug associated with AE,drug associated with AE,39423903
cisplatin,myelosuppression,drug associated with AE,drug associated with AE,39423903
cisplatin,oxidative stress,induced_by,induced_by,39423903
cisplatin,inflammation,induced_by,induced_by,39423903
cisplatin,dna damage,induced_by,induced_by,39423903
cisplatin,cellular apoptosis,induced_by,induced_by,39423903
cisplatin,kidney disease,may_prevent,may_prevent,39423903
cisplatin,hearing impairment,may_prevent,may_prevent,39423903
cisplatin,neuropathy,may_prevent,may_prevent,39423903
cisplatin,liver function impairment,may_prevent,may_prevent,39423903
cisplatin,comorbidities,may_prevent,may_prevent,39423903
therapeutic strategies,cisplatin,may_treat,may_treat,39423903
therapeutic strategies,cancer care,may_prevent,may_prevent,39423903
platinum drugs,adverse side effects,adverse event occurs in,adverse event occurs in,39418176
hollow copper sulfide nanocubes,pt iv drugs,bearer of,bearer of,39418176
glutathione,reactive oxygen species,may prevent,may_prevent,39418176
large b cell lymphomas,anti cd19 chimeric antigen receptor,treated with drug,treated with drug,39415456
Tisagenlecleucel,Axicabtagene ciloleucel,adjacent_to,adjacent_to,39415456
University Hospitals Leuven,Tisagenlecleucel,located_in,located_in,39415456
cytokine release syndrome,Tisagenlecleucel,adverse event occurs in,adverse event occurs in,39415456
immune effector cell associated neurotoxicity syndrome,Axicabtagene ciloleucel,adverse event occurs in,adverse event occurs in,39415456
cyclophosphamide,arabinogalactan,mechanochemical treatment,mechanochemical treatment,39414093
arabinogalactan,ag,drug dispersion,drug associated with AE,39414093
ag,as42 aptamers,modification with,drug associated with AE in adolescent,39414093
as42 aptamers,erlich ascites cells,targeting,targeting,39414093
erlich ascites cells,ehrlich carcinoma,cell model for,cell model for,39414093
tumor cells,mice,effect on lifespan,effect on lifespan,39414093
cisplatin,nasopharyngeal carcinoma,may_treat,may_treat,39413735
gemcitabine,patient,treated with drug,treated with drug,39413735
toripalimab,patient,treated with drug,treated with drug,39413735
gemcitabine,toripalimab,combined treatment,combined treatment,39413735
patient,adverse events,occurs in,occurs in,39413735
headache,patient,adverse event occurs in,adverse event occurs in,39413735
nausea,patient,adverse event occurs in,adverse event occurs in,39413735
brentuximab vedotin,classic hodgkin's lymphoma,may_treat,may_treat,39413375
brentuximab vedotin,adult patients,drug AE occurs in,drug AE occurs in,39413375
brentuximab vedotin,pediatric patients,drug AE occurs in,drug AE occurs in,39413375
brentuximab vedotin,radiation therapy,may_prevent,may_prevent,39413375
programmed death 1 blockade,classic hodgkin's lymphoma,may_treat,may_treat,39413375
doxorubicin,classic hodgkin's lymphoma,may_treat,may_treat,39413375
vinblastine,classic hodgkin's lymphoma,may_treat,may_treat,39413375
dacarbazine,classic hodgkin's lymphoma,may_treat,may_treat,39413375
nivolumab,classic hodgkin's lymphoma,may_treat,may_treat,39413375
nivolumab,progression free survival,protects,protects,39413375
brentuximab vedotin,disease progression,induced_by,induced_by,39413375
Chemotherapy,Cutaneous Adverse Events,may_treat,may_treat,39413318
Radiation,Cutaneous Adverse Events,may_treat,may_treat,39413318
Toxic Erythema of Chemotherapy,Cutaneous Adverse Events,drug associated with AE,drug associated with AE,39413318
Radiation Induced Dermatitis,Cutaneous Adverse Events,drug associated with AE,drug associated with AE,39413318
Vitamin D Supplementation,Cutaneous Adverse Events,may_prevent,may_prevent,39413318
Breast Cancer,Vitamin D Supplementation,may_prevent,may_prevent,39413318
Colorectal Cancer,Vitamin D Supplementation,may_prevent,may_prevent,39413318
Breast Cancer,Skin Toxicity,has disease,has disease,39413318
Colorectal Cancer,Skin Toxicity,has disease,has disease,39413318
Probiotics,Chemotherapy-induced diarrhea,may_prevent,may_prevent,39410854
Cancer patients,Chemotherapy-induced diarrhea,has disease,has disease,39410854
Osmotic diarrhea,Colonic crypts,induced_by,induced_by,39410854
Colonic crypts,Villi,develops_into,develops_into,39410854
Radiotherapy,Colonic crypts,induces,induces,39410854
Chemotherapy agents,Colonic crypts,induces,induces,39410854
Chloride absorption,Water release,realized in,realized in,39410854
Inflammatory pathways,Probiotics,may_treat,may_treat,39410854
Immunological responses,Probiotics,may_treat,may_treat,39410854
Angiogenesis responses,Probiotics,may_treat,may_treat,39410854
Digestive enzymes metabolism,Probiotics,may_treat,may_treat,39410854
Gut microbiota,Probiotics,may_treat,may_treat,39410854
Clinical research,Probiotics,is evidence of,is evidence of,39410854
immune checkpoint inhibitors,irAEs,adverse event occurs in,adverse event occurs in,39405648
therapy,adjuvant setting,located_in,located_in,39405648
real world data,patient population,source,source,39405648
irAEs,anti-PD1 therapy,drug AE occurs in,drug AE occurs in,39405648
anti-PD1 therapy,resected stage III-IV melanoma,may_treat,may_treat,39405648
national databases,immunotox database,connected to,connected to,39405648
national databases,Danish metastatic melanoma database,connected to,connected to,39405648
irAEs,organ systems,located_in,located_in,39405648
organ systems,toxicities,composed primarily of,composed primarily of,39405648
progression-free survival,irAEs,realizes,realizes,39405648
overall survival,irAEs,realizes,realizes,39405648
seasonal pattern,incidence,may influence,may influence,39405648
gender,incidence,may influence,may influence,39405648
age,incidence,may influence,may influence,39405648
Cytokines,Cancer,drives,drives,39403930
Immune checkpoint inhibition,T helper cells,affects,affects,39403930
T helper cells,Solid tumors,involved in,adverse event occurs in,39403930
Autoimmune disorders,Immune-related adverse events,increases risk of,bearer of,39403930
IL-5,Immune-related adverse events,elevated levels associated with increased risk of,treated with drug,39403930
IL-6,Objective response rate,associated with decreased,associated with decreased,39403930
IL-6,Cancer-specific mortality,associated with worse,drug associated with AE in adolescent,39403930
IL-6,All-cause mortality,associated with worse,drug associated with AE in adolescent,39403930
IL-6 blockade,Solid tumors,may improve response and decrease toxicity in,adverse event occurs in,39403930
neoadjuvant endocrine therapy,chemotherapy,alternative treatment comparison,alternative treatment comparison,39384801
angiogenesis,sunitinib,synergistic effect,synergistic effect,39384801
sunitinib,exemestane,combined treatment,combined treatment,39384801
exemestane,breast cancer,treatment for,treatment for,39384801
postmenopausal women,breast cancer,patient population,occurs in patient having disease,39384801
vegfr 2,sunitinib,biomarker response,biomarker response,39384801
esr1,post treatment samples,gene expression downregulation,gene expression downregulation,39384801
pgr,post treatment samples,gene expression downregulation,gene expression downregulation,39384801
nat1,post treatment samples,gene expression downregulation,gene expression downregulation,39384801
egfr,post treatment samples,gene expression upregulation,gene expression upregulation,39384801
myc,post treatment samples,gene expression upregulation,gene expression upregulation,39384801
sfrp1,post treatment samples,gene expression upregulation,gene expression upregulation,39384801
foxc1,post treatment samples,gene expression upregulation,gene expression upregulation,39384801
Luminal A subtype,pre treatment tumors,subtype prevalence,subtype prevalence,39384801
Luminal A subtype,post treatment tumors,subtype prevalence,subtype prevalence,39384801
glucagon like peptide 1 (glp 1),gut epithelial cells,induces,induces,39384243
glucagon like peptide 1 (glp 1),toxicities,induces,induces,39384243
glp 1 receptor agonist (glp 1ra),gi mucositis,may_prevent,may_prevent,39384243
lymphoma,autologous hsct (auto hsct),may_treat,may_treat,39384243
neoadjuvant plus adjuvant immunotherapy,neoadjuvant immunotherapy,comparison,comparison,39382658
neoadjuvant plus adjuvant immunotherapy,event-free survival (EFS),better than,better than,39382658
neoadjuvant immunotherapy,treatment-related adverse events (TRAEs),lower incidence than,lower incidence than,39382658
PD-L1,event-free survival (EFS),subgroup analysis,subgroup analysis,39382658
neoadjuvant immunotherapy,overall survival (OS),more favorable assessment than,more favorable assessment than,39382658
neoadjuvant plus adjuvant immunotherapy,toxicity,increase in,adverse event occurs in,39382658
COVID-19 infection,PD-1 PD-L1 inhibitor therapy,associated with,drug associated with AE,39377592
PD-1 PD-L1 inhibitor therapy,cancer patients,treated with drug,treated with drug,39377592
cancer patients,immune related adverse events (IRAEs),occurs in patient treated with drug,occurs in patient treated with drug,39377592
axitinib,vascular endothelial growth factor receptors,drug associated with AE,drug associated with AE,39377544
axitinib,renal cell carcinoma,may_treat,may_treat,39377544
axitinib,glioblastoma,may_treat,may_treat,39377544
axitinib,glioma stem cells,treated with drug,treated with drug,39377544
axitinib,liver vasculature,protects,protects,39377544
n-acetyl-l-cysteine,axitinib,induces,induces,39377544
cannabis extract,nanoemulsion,contained in,adverse event occurs in,39375818
nanoemulsion,9-tetrahydrocannabinol (THC),contains,contains,39375818
nanoemulsion,cannabidiol (CBD),contains,contains,39375818
nanoemulsion,animal model of glioblastoma,tested in,adverse event occurs in,39375818
animal model of glioblastoma,C6 tumor model in rats,used for,used for,39375818
hemocompatibility factors,nanoemulsion,studied in,adverse event occurs in,39375818
nanoemulsion,MRI,evaluated by,evaluated by,39375818
nanoemulsion,brain glioblastoma tumor progression,treatment for,treatment for,39375818
anlotinib,locally advanced tnbc,may_treat,may_treat,39375657
docetaxel,neoadjuvant chemotherapy regimen,may_treat,may_treat,39375657
epirubicin,neoadjuvant chemotherapy regimen,may_treat,may_treat,39375657
cyclophosphamide,neoadjuvant chemotherapy regimen,may_treat,may_treat,39375657
patients,neoadjuvant chemotherapy regimen,treated with drug,treated with drug,39375657
patients,surgery,scheduled to undergo,connected to,39375657
neoadjuvant chemotherapy regimen,adverse events,may induce,may induce,39375657
adverse events,grade 3 or 4 adverse events,induced_by,induced_by,39375657
grade 3 or 4 adverse events,neutropenia,occurs in,occurs in,39375657
grade 3 or 4 adverse events,palmar plantar erythrodysesthesia syndrome,occurs in,occurs in,39375657
anlotinib,combination regimen,part of,part of,39375657
docetaxel,combination regimen,part of,part of,39375657
epirubicin,combination regimen,part of,part of,39375657
cyclophosphamide,combination regimen,part of,part of,39375657
metastatic pancreatic ductal adenocarcinoma,pharmacological ascorbate,adjunct to,anteriorly connected to,39369582
pharmacological ascorbate,gemcitabine,combined with,drug associated with AE,39369582
pharmacological ascorbate,nab paclitaxel,combined with,drug associated with AE,39369582
immune checkpoint inhibitors,immune related adverse events,drug associated with AE,drug associated with AE,39368044
older adults,immune related adverse events,occurs in adult having disease,occurs in adult having disease,39368044
immune ageing,immune related adverse events,induced_by,induced_by,39368044
corticosteroids,immune related adverse events,induces,induces,39368044
frailty,immune related adverse events,may_prevent,may_prevent,39368044
anaplastic meningiomas,who grade 3 tumors,has disease,has disease,39358739
anaplastic meningiomas,recurrent anaplastic meningioma,occurs in,occurs in,39358739
recurrent anaplastic meningioma,re irradiation,treated with drug,treated with drug,39358739
re irradiation,surgery,may_treat,may_treat,39358739
re irradiation,radiation,may_treat,may_treat,39358739
re irradiation,local control,may_prevent,may_prevent,39358739
re irradiation,progression free survival,realizes,realizes,39358739
re irradiation,treatment related adverse events,may_cause,may_cause,39358739
bevacizumab,progression free survival,may_improve,may_improve,39358739
bevacizumab,radiation necrosis,may_prevent,may_prevent,39358739
cdkn2a homozygote deletion,local failure,correlated with,drug associated with AE,39358739
icc,lenvatinib plus toripalimab,treated with drug,treated with drug,39358645
icc,chemo,may_treat,may_treat,39358645
lenvatinib plus toripalimab,pd 1 antibody,composed primarily of,composed primarily of,39358645
icc,ca19 9 levels,has part,has part,39358645
icc,idh1 mutations,has part,has part,39358645
akt,cell survival,regulator of,composed primarily of,39353238
akt,proliferation,regulator of,composed primarily of,39353238
